"sound.files","selec","start","end","bottom.freq","top.freq","orig.sound.file"
"master.wav",1,1,2,1.33333333333333,2.66666666666667,"start_marker"
"master.wav",2,2.05,2.25002267573696,7.875,8.805,"0.2_BB_am_no.harm.wav_1"
"master.wav",3,2.30002267573696,2.50004535147392,3.208,4.069,"0.2_BB_am_no.harm.wav_2"
"master.wav",4,2.55004535147392,2.75006802721088,0.422,1.223,"0.2_BB_am_no.harm.wav_3"
"master.wav",5,2.80006802721088,3.00009070294785,6.905,7.917,"0.2_BB_am_no.harm.wav_4"
"master.wav",6,3.05009070294785,3.25011337868481,8.417,9.416,"0.2_BB_am_no.harm.wav_5"
"master.wav",7,3.30011337868481,3.50013605442177,4.171,4.839,"0.2_BB_am_no.harm.wav_6"
"master.wav",8,3.55013605442177,3.75015873015873,2.097,2.961,"0.2_BB_am_no.harm.wav_7"
"master.wav",9,3.80015873015873,4.00018140589569,9.181,10.033,"0.2_BB_am_no.harm.wav_8"
"master.wav",10,4.05018140589569,4.25020408163265,1.849,2.506,"0.2_BB_am_no.harm.wav_9"
"master.wav",11,4.30020408163265,4.50022675736961,5.632,6.83,"0.2_BB_am_no.harm.wav_10"
"master.wav",12,4.55022675736961,4.75024943310658,1.474,2.55,"0.2_BB_am_no.harm.wav_11"
"master.wav",13,4.80024943310658,5.00027210884354,9.598,10.233,"0.2_BB_am_no.harm.wav_12"
"master.wav",14,5.05027210884354,5.2502947845805,7.317,8.141,"0.2_BB_am_no.harm.wav_13"
"master.wav",15,5.3002947845805,5.50031746031746,0.1,0.81,"0.2_BB_am_no.harm.wav_14"
"master.wav",16,5.55031746031746,5.75034013605442,5.396,6.152,"0.2_BB_am_no.harm.wav_15"
"master.wav",17,5.80034013605442,6.00036281179138,9.435,10.377,"0.2_BB_am_no.harm.wav_16"
"master.wav",18,6.05036281179138,6.25038548752834,1.23,2.525,"0.2_BB_am_no.harm.wav_17"
"master.wav",19,6.30038548752834,6.50040816326531,0.836,1.646,"0.2_BB_am_no.harm.wav_18"
"master.wav",20,6.55040816326531,6.75043083900227,5.718,7.372,"0.2_BB_am_no.harm.wav_19"
"master.wav",21,6.80043083900227,7.00045351473923,4.792,5.287,"0.2_BB_am_no.harm.wav_20"
